119,473
200,76
185,398
131,145
456,220
287,396
94,122
439,49
403,430
423,360
500,20
343,353
5,161
390,67
229,288
489,30
292,393
85,428
450,264
58,295
296,470
433,243
337,452
421,449
209,355
388,231
192,130
410,423
32,163
427,477
58,377
314,424
406,283
245,396
469,451
162,143
413,363
448,135
82,377
435,2
348,113
50,333
483,184
158,196
233,101
477,327
186,256
469,17
215,114
176,168
459,353
394,6
119,240
483,166
96,268
65,425
480,12
284,294
153,157
306,58
446,286
232,36
284,494
490,105
294,416
320,461
412,434
141,6
100,148
360,200
196,76
93,413
95,287
288,133
419,264
389,479
317,119
30,312
70,69
82,288
472,156
200,119
299,23
277,223
430,168
83,126
31,393
46,112
451,20
460,30
229,441
189,24
385,61
47,280
372,348
16,266
471,323
488,41
207,408
275,67
366,194
448,456
476,83
334,258
41,295
115,30
126,456
171,96
412,392
244,461
323,129
1,243
132,237
54,423
432,292
366,496
246,159
383,366
277,173
481,334
414,146
376,211
327,167
126,168
335,84
362,466
374,112
209,53
242,356
22,493
92,414
324,311
418,336
142,21
199,333
175,293
108,243
413,128
50,249
230,186
482,453
351,234
371,224
132,1
469,340
86,330
175,356
168,45
183,163
44,88
27,144
33,201
382,434
393,243
142,467
234,144
452,44
237,36
418,383
304,64
239,140
464,414
381,293
435,344
262,469
92,59
45,6
421,175
245,470
403,175
16,119
286,208
244,342
191,284
183,445
141,277
28,57
110,235
28,103
302,280
458,196
15,401
79,165
94,428
164,369
98,415
10,449
144,480
198,337
169,338
287,12
56,218
330,320
192,461
271,67
337,261
308,390
499,409
188,442
410,334
76,478
414,34
330,166
484,482
173,488
386,466
446,245
170,125
402,200
250,474
122,338
262,305
434,296
467,310
468,471
199,384
203,438
220,315
77,153
83,204
292,482
58,105
381,408
207,276
64,169
115,94
290,258
500,254
346,476
9,183
76,21
188,303
165,325
127,16
31,483
277,336
238,196
31,208
386,185
139,145
9,392
244,372
197,124
318,496
458,434
497,456
296,495
88,397
182,196
496,345
465,246
121,69
164,453
92,150
369,213
41,253
354,26
235,286
372,450
275,44
242,410
388,396
58,288
322,206
252,271
97,195
227,115
288,394
468,482
343,165
127,194
339,371
73,305
450,333
400,373
419,325
438,261
249,97
267,21
313,139
184,450
147,237
8,388
399,286
21,244
288,90
467,146
70,383
172,69
167,161
134,68
206,46
121,478
468,271
163,270
240,76
174,262
66,15
272,350
340,165
52,454
191,139
437,13
80,464
258,144
10,144
80,172
234,23
226,180
285,259
410,289
34,172
345,473
113,394
402,226
475,13
172,109
459,158
286,45
79,461
89,297
303,37
320,32
266,142
83,368
121,360
499,372
37,292
372,431
211,64
365,434
83,376
61,143
232,443
133,401
92,483
304,310
333,403
53,264
456,61
439,220
172,63
179,288
410,211
110,204
54,166
296,17
412,411
367,457
426,32
111,127
107,178
355,241
132,322
296,240
425,465
187,42
263,152
442,206
112,314
248,26
439,491
166,384
205,446
308,201
328,402
339,319
75,97
218,103
447,302
435,191
479,153
331,336
255,182
238,203
474,369
325,117
378,93
85,461
379,349
146,323
404,223
62,386
307,387
121,464
261,61
244,29
122,35
330,130
267,1
196,16
242,291
188,71
230,252
436,401
246,9
384,213
355,11
464,18
316,470
430,449
47,36
200,171
438,83
417,35
340,324
41,478
354,298
133,34
251,117
98,180
280,292
141,351
370,186
465,441
326,355
88,323
382,43
377,281
397,398
272,391
239,308
48,495
279,278
480,439
423,241
426,43
469,35
11,146
75,173
453,161
81,62
307,499
479,90
260,213
168,32
215,223
336,267
222,1
158,70
167,480
133,16
87,272
80,79
184,203
430,113
429,217
166,177
492,202
120,55
243,34
62,455
241,173
462,308
150,246
409,377
10,337
299,26
89,116
430,338
79,299
132,358
2,384
453,47
267,184
363,302
18,108
390,262
80,130
24,153
215,462
426,178
247,398
160,196
451,100
225,7
182,296
189,393
469,352
222,258
106,171
96,478
183,260
106,435
294,254
188,401
189,330
482,293
168,423
97,39
487,6
175,466
200,156
32,7
381,137
309,130
63,188
255,101
479,206
25,216
496,40
12,464
438,224
138,290
291,470
272,39
133,150
290,187
444,374
46,161
25,132
238,241
18,429
351,66
383,495
241,427
377,469
23,377
176,174
311,3
23,68
353,169
483,425
185,232
354,199
128,485
498,32
466,195
1,130
278,243
374,470
472,191
365,73
327,368
155,428
106,381
129,69
210,143
194,370
112,317
61,237
172,137
111,383
209,380
6,95
262,471
149,90
224,402
98,290
352,112
374,453
440,279
158,26
389,342
